,path,file,class,filename,duration,begin,end,centroid_mean,flatness_mean,rms_mean,fund_freq_mean,centroid_std,flatness_std,rms_std,fund_freq_std,centroid_max,flatness_max,rms_max,fund_freq_max,zcr_count
0,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0000.wav,music-fma-0000.wav,music,fma-0000.wav,297.97875,123.0,480124.0,25848.02006848069,0.10900229581645389,1.4024812100740929,2687.6629874294863,12037.467330891941,0.264354551841896,0.8398414997316547,1955.1283814215992,64605.468066166475,1.6121530647427667,3.3718165172540226,11699.712274006968,45955.0
1,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0001.wav,music-fma-0001.wav,music,fma-0001.wav,218.0440625,66.0,480067.0,22525.358942395145,0.5440329855034989,3.0348821588525774,3183.9440300336155,14991.222483232385,1.8920605337284786,1.3218237235714456,2944.5923730976515,80539.3839434859,8.19334328626586,6.002006201620784,14532.954545454546,35685.0
2,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0002.wav,music-fma-0002.wav,music,fma-0002.wav,249.54775,50.0,480051.0,15876.48761607284,0.40438079100405727,2.4660989243545357,2144.403865120734,14852.06489338425,1.6397110100788639,1.6558873642988712,2695.0964733779483,80630.35005726645,8.24250907843556,6.614883414879906,14532.954545454546,32784.0
3,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0003.wav,music-fma-0003.wav,music,fma-0003.wav,324.7804375,231.0,480232.0,16448.94050981633,0.5459694692018052,2.0408064299694,3282.3652706539788,17122.342654372966,1.9294992985687245,1.4482280616225975,3179.7910328351372,80195.43253337208,8.217066689713793,4.834600951596414,14532.954545454546,33593.0
4,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0004.wav,music-fma-0004.wav,music,fma-0004.wav,322.29875,34.0,480035.0,23781.072179845178,0.8020611994283694,1.3664439343132393,3653.0837769342584,18573.922703400553,2.313313007144506,0.7543911745366301,3553.4348428477033,80647.05473763053,8.188816219979547,3.076118866303103,14532.954545454546,35232.0
5,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0005.wav,music-fma-0005.wav,music,fma-0005.wav,302.4979375,262.0,480263.0,28299.3994306858,0.9387757134930204,1.689562798318424,3513.5255007090464,18293.250995923256,2.5193802665562006,1.193894680095195,3938.4574923684236,80523.51518731471,8.260905034947864,4.5859126982233125,14532.954545454546,49870.0
6,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0006.wav,music-fma-0006.wav,music,fma-0006.wav,284.656,91.0,480092.0,49942.860396664924,0.2923354400413818,1.8049545797664814,2223.3180811582133,8457.866100955764,0.13989266850387685,0.5558204493820157,1092.3880571898956,60259.767445815865,0.8366498066253005,2.423825524766605,6151.059013489255,110786.0
7,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0007.wav,music-fma-0007.wav,music,fma-0007.wav,283.402,198.0,480199.0,62873.66945126698,1.3103800539607269,2.243571040204547,2701.859615268262,11283.179610191273,0.3186732342058355,0.5421451476067263,636.9240909185287,82460.2417200038,1.9183231747014386,3.701966822474703,4847.709509000169,147545.0
8,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0008.wav,music-fma-0008.wav,music,fma-0008.wav,182.308,28.0,480029.0,42097.372311002175,0.3607972470575105,2.4527438819961978,2380.8878429405167,7839.365314203612,0.21640941572167766,0.7550512762542778,926.1234847301555,48984.404868510224,1.2533611877376152,3.475745607438399,6903.976444627491,80558.0
9,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0009.wav,music-fma-0009.wav,music,fma-0009.wav,360.071,216.0,480217.0,44125.69635466317,0.19954897588784176,2.560969073470584,1495.5593409488786,9351.237543723271,0.12911746689080286,1.0109000178959875,283.897578954461,66233.32401762495,0.8160786201036734,3.757635330348239,2343.055905943034,63912.0
10,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0010.wav,music-fma-0010.wav,music,fma-0010.wav,145.684875,104.0,480105.0,25781.20139026052,0.201109336809731,1.4202581203774067,3521.7707275626585,8276.106480572786,0.7091077849360651,0.5510091178996348,2060.180954061566,65993.38350816032,6.329888923999835,2.726869067225953,12792.410730509611,40208.0
11,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0011.wav,music-fma-0011.wav,music,fma-0011.wav,147.8791875,27.0,480028.0,34204.63780037726,0.4057588838059865,2.43356863573985,1942.0278058042948,8399.108821274946,0.728502709839166,0.6179498671573744,1277.0868839395234,68395.40532779503,5.639442466421256,3.626805017756827,11424.940663161717,44938.0
12,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0012.wav,music-fma-0012.wav,music,fma-0012.wav,170.031,118.0,480119.0,33783.99591501572,0.3421464907020177,2.6796450266737835,3206.8063523771684,8280.283777318127,0.23845102083474595,0.6924612159146591,1206.6627190426273,55719.433542667946,1.5004416430579113,4.281072951819855,5961.157943100249,53572.0
13,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0013.wav,music-fma-0013.wav,music,fma-0013.wav,277.2375625,241.0,480242.0,24186.0573250882,0.16571806062706798,2.361548527599308,1699.096706268604,7755.158337407942,0.20674008876554745,1.2827139438839248,572.1103458002364,43179.70057882194,1.7729590115543559,5.014805833288266,5235.635219966525,36660.0
14,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0014.wav,music-fma-0014.wav,music,fma-0014.wav,318.3020625,146.0,480147.0,31850.449099385893,0.4495367838708523,2.648824821972962,2001.1834372834394,13986.553523576073,0.6939033632533441,1.1729596479839617,977.9575024153228,85881.80005923362,4.110228019889963,4.49580918035624,7130.212332549035,39897.0
15,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0015.wav,music-fma-0015.wav,music,fma-0015.wav,304.1175625,167.0,480168.0,29749.104085525138,0.1791071829012023,0.6755122038469982,3598.5772616704057,6255.162952840453,0.26080024259654483,0.3105791920834199,2238.6038657936397,48157.42752169761,1.492943196069397,1.3526233823313751,9439.628145974311,58349.0
16,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0016.wav,music-fma-0016.wav,music,fma-0016.wav,308.7935,48.0,480049.0,27166.304653896652,0.3213058850188555,1.04400184956505,3678.335713969091,10334.165115717582,0.4513230972676343,0.6794231711590027,1911.8087192174567,54701.28541862262,1.9080899645161211,2.3457106236576273,8447.46954100719,50451.0
17,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0017.wav,music-fma-0017.wav,music,fma-0017.wav,175.281625,32.0,480033.0,35582.87488505273,0.3278993697871313,3.577164293839218,1731.265363450624,7496.99402663167,0.1518703965686508,0.8827028756939869,525.6465258019015,53412.47391703327,0.914541297766981,4.506310965180844,3530.410482445436,60311.0
18,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0018.wav,music-fma-0018.wav,music,fma-0018.wav,224.5746875,86.0,480087.0,32735.982757510017,0.18694857796871858,1.3946227958953041,2116.2545330275007,10208.631484368312,0.2013891931387727,0.3975812500085467,750.7237863646728,71309.0450669396,1.5086033661768612,2.251733219396498,4741.3524666450185,59450.0
19,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0019.wav,music-fma-0019.wav,music,fma-0019.wav,238.3935,150.0,480151.0,42388.10174247343,0.4465893862939116,1.7403770413551714,3259.1862048065736,9919.660117657302,0.24241132830482315,1.3633117407296074,1756.767176045558,54034.45035623244,1.5685164129370182,3.700995845259475,7974.18398460008,90087.0
20,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0020.wav,music-fma-0020.wav,music,fma-0020.wav,220.9959375,123.0,480124.0,37684.067640202695,0.3334866852819085,1.743975216976774,2381.0346398417028,8542.357819638388,0.22944143256886324,0.5046759202310271,681.7621133728971,58435.222838935086,1.5675726186087255,2.4536971129306435,4550.092582047388,65199.0
21,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0021.wav,music-fma-0021.wav,music,fma-0021.wav,252.368,43.0,480044.0,39221.7966459318,0.34760859912766423,2.729544657745345,2267.4087411075793,7977.017611456667,0.6104299162135602,1.348970930935755,1596.9970859865323,65529.56313966991,5.746486136270175,4.445380265695615,12138.885742214105,57329.0
22,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0022.wav,music-fma-0022.wav,music,fma-0022.wav,207.673,116.0,480117.0,48281.84037483194,0.712091938372424,1.9438457256527908,3068.547174947345,10428.544358835483,0.7845477091468311,1.2658637154323498,2417.584119235221,75192.9750990103,6.930514350102307,3.4559430244103715,13843.486942431944,78509.0
23,C:\Users\ingri\Documents\projeto ML\musan\musan\music\fma\music-fma-0023.wav,music-fma-0023.wav,music,fma-0023.wav,227.866,121.0,480122.0,20882.681003542522,0.2999615278637206,1.6826733981740238,1998.8527980505046,13634.69163272059,0.6018530354038318,0.8881580352443469,1134.2196290478971,55213.04378579721,5.185068510008137,2.9813327647252135,11017.46438739408,32926.0
